ID,Comune,Provincia,Tipologia,Nome,Via,Citta,CAP,mail,Telefono
396,48017,48,Ristorante,"Ristorante ""olio & Convivium""","Via S. Spirito, 4",Firenze,50100,olio.convivium@conviviumfirenze.it,0552  656267
397,48017,48,Ristorante,Tea 3 Srl,"Via Lanza, 54",Firenze,50136,Indirizzo posta elettronica non fornito,
398,48017,48,Ristorante,Kome Sushi & Bbq Restaurant,"Via Dei Benci, 41r",Firenze,50122,info@komefirenze.it,0+39  0552008009
399,48017,48,Ristorante,Da Pescatore Casa Di Cucina,Piazza Del Carmine 7r,Firenze,50124,dp@dapescatore.it,0552  19978
400,48017,48,Ristorante,Le Fate,Borgo Allegri N.9r,Firenze,50100,ristorantelefate@gmail.com,0055  /3841998
401,48017,48,Ristorante,Baccarossa,"Via Ghibellina, 46r",Firenze,50122,info@baccarossa.it,0552  40620
402,48017,48,Ristorante,Ristorante Bacca Rossa,Via Ghibellina 46/r,Firenze,50122,info@baccarossa.it,0055  /240620
403,48017,48,Ristorante,Hostaria Il Desco,Via Delle Terme 23/r,Firenze,50123,hostariaildesco@yahoo.it,0055  /294882
404,48017,48,Ristorante,Bar S.firenze,"Piazza San Firenze, 1/r",Firenze,50122,barsanfirenze@tele2.it,0552  11426
405,48017,48,Ristorante,"Ristorante ""grotta Guelfa""","Via Pellicceria, 5/r",Firenze,50100,info@grottaguelfa.it,0552  68041
406,48017,48,Ristorante,Gilda Bistrot,Piazza Ghiberti,Firenze,50122,info@gildabistrot.it,0552  343885
407,48017,48,Ristorante,Ristorante Gustavino,"Via Della Condotta, 29/37r",Firenze,50122,www.gustavino.it,0552  399806
408,48017,48,Ristorante,Boccanegra,"Via Ghibellina, 124/r",Firenze,50122,info@boccanegra.com,0552  001098
409,48017,48,Ristorante,Osteria Dei Macci,"Via Dei Macci, 77/r",Firenze,50122,osteria@osteriadeimacci.it,0552  41226
410,48017,48,Ristorante,"Ristorante ""all'antico Ristoro Di Cambi""","Via S. Onofrio, 1/r",Firenze,50125,info@anticoristorodicambi.it,0552  17134
411,48017,48,Ristorante,L'ortone,Piazza Ghiberti 87r,"Sant'ambrogio, Firenze",50122,info@lortone.it,0552  340804
412,48017,48,Ristorante,5ecinque,Piazza Della Passera 1,Firenze,50125,info@5ecinque.it,0+39  .055.2741583
413,48017,48,Ristorante,Caffé Del '900,"Borgo Ognissanti, 3/r",Firenze,50123,"caffedel900@aol.it,axcsar@tin.it",0552  18390
414,48017,48,Ristorante,Vecchia Firenze,Borgo Albizi 18 / 76 R,Firenze,50122,vecchia.firenze@libero.it,0055  -2340361-2
415,48017,48,Ristorante,Mastro Ciliegia Ristorante,Piazza San Pier Maggiore,Firenze,50122,alessandraiozzo@gmail.com,0552  480964
416,48017,48,Bottega,Toscana Biologica,"Via G.b. Foggini, 22",Firenze,50142,tobio@toscanabiologica.it,0557  322620
417,48017,48,Ristorante,Le Campane,"Borgo La Croce, 87/r",Firenze,50121,Indirizzo posta elettronica non fornito,0552  268667
418,48017,48,Ristorante,Plaz Srl,"Via Pietrapiana, 36r",Firenze,50121,pierluigiurbini@hotmail.com,0552  42081
419,48017,48,Ristorante,L'osteria Di Giovanni,"Via Del Moro, 22",Firenze,50123,losteriadigiovanni@gmail.com,0552  84897
420,48017,48,Ristorante,Ristorante I Ghibellini,"Piazza S.p.maggiore, 8/10r",Firenze,50122,info@ighibellini.com,0552  14424
421,48017,48,Ristorante,Ristorante Il Paiolo,Via Del Corso 42/r,Firenze,50122,info@ristoranteilpaiolo.it,0055  /215019
422,48017,48,Ristorante,Miso Di Riso,Borgo Degli Albizi 54r,Firenze,50100,info@misodiriso.it,0552  654094
423,48017,48,Ristorante,Ristorante Da Lino,"Via Santa Elisabetta, 6/r",Firenze,50122,ristdalino@virgilio.it,0552  84579
424,48017,48,Ristorante,La Pentola Dell'oro,"Via Di Mezzo, 22,24,26 R",Firenze,50121,info@lapentoladelloro.it,0552  43773
425,48017,48,Ristorante,La Pentola Dell'oro,Via Di Mezzo 22/24/26 R,Firenze,50121,info@lapentoladelloro.it,0333  2021442
426,48017,48,Ristorante,Cantina Barbagianni,"Via S. Egidio, 13r",Firenze,50122,info@cantinabarbagianni.it,0552  480508
427,48017,48,Ristorante,Caffetteria Delle Oblate,Via Dell'oriuolo 26,Firenze,50122,barbara.setti@archeologia.it,0552  639286
428,48017,48,Ristorante,Ristorante La Martinicca,Via Del Sole 27/r,Firenze,50100,info@ristorante-lamartinicca.com,0055  -218928
429,48017,48,Ristorante,Pizzaudace,Via Dosio 77/b,"Legnaia, Firenze",50142,pizzaudace@gmail.com,0557  135051
430,48017,48,Ristorante,Piazza Del Vino,"Via Della Torretta, 18r",Firenze,50137,piazzadelvino@hotmail.it,0556  71404
431,48017,48,Ristorante,Giglio Rosso,Via Panzani 35 R,Firenze,50123,info@ristorantegigliorosso.com,0552  11795
432,48017,48,Ristorante,Trattoria La Madia,"Via Del Giglio, 14/r",Firenze,50139,trattorialamadiafi@alice.it,0552  18563
433,48017,48,Ristorante,Ristorante Sabatini,"Via Panzani, 9a",Firenze,50123,info@ristorantesabatini.it,0552  11559
434,48017,48,Ristorante,"Ristorante ""giannino In S. Lorenzo"" Di Bartoloni R. & C. Sas","Via Borgo S. Lorenzo, 35/37r",Firenze,50100,info@gianninoinflorence.com,0+39  055239.97.99
435,48017,48,Ristorante,Il Pallaio,"Via Damiano Chiesa, 2","Campo Di Marte, Firenze",50137,info@ilpallaio.eu,0556  79304
436,48017,48,Ristorante,Il Povero Pesce,"Via Pier Fortunato Calvi, 8","Campo Di Marte, Firenze",50137,info@poveropesce.it,0556  71218
437,48017,48,Ristorante,Cuco Cucina Contemporanea,Via Del Melarancio 4/r,Firenze,50123,bencini.stefano@libero.it,0347  5217260
438,48017,48,Ristorante,"Ristorante Pizzeria ""la Grotta Di Leo""","Via Della Scala, 41-43/r",Firenze,50123,Indirizzo posta elettronica non fornito,0552  64413
439,48017,48,Ristorante,Caffé Le Rose,"Piazza Dell'unità Italiana, 1/r",Firenze,50123,a.cursano@alice.it,0552  18909
440,48017,48,Ristorante,Tirabaralla,"Via Della Scala, 28r",Firenze,50123,info@tirabaralla.it,0552  18418
441,48017,48,Ristorante,Trattoria Palle D'oro,Via Sant'antonino 43-45/r,Firenze,50123,trattoriapalledoro@gmail.com,0552  88383
442,48017,48,Ristorante,"Ristorante Enoteca ""il Portale""","Via Alamanni,d29",Firenze,50100,Indirizzo posta elettronica non fornito,0552  89767
443,48017,48,Ristorante,Aviazione Campo Di Marte,"Viale Malta, 4","Campo Di Marte, Firenze",50137,aviazionecampodimarte@virgilio.it,0555  801358
444,48017,48,Ristorante,Trattoria Da Garibardi,Piazza Del Mercato Centrale 38r,Firenze,50123,info@garibardi.it,0552  12267
445,48017,48,Ristorante,"Ristorante ""i Quattro Amici""","Via Orti Oricellari, 29",Firenze,50123,quattroamici@accademiadelgusto.it,0552  12992
446,48017,48,Ristorante,Ristorante La Falterona,"Via G.b. Zannoni, 10/12r",Firenze,50123,claudioconsole@hotmail.com,0552  16112
447,48017,48,Ristorante,Ristorante Vecchio Casale,"Via Delle Torri, 7",Firenze,50142,info@ristorante-vecchiocasale.com,0557  326162
448,48017,48,Ristorante,Fosso Bandito,Via Fosso Macinante 2,Firenze,50144,info@fossobandito.com,0553  65500
449,48017,48,Bottega,Podere Poggio Al Sole,Via Santa Reparata 7r,"Trespiano, Firenze",50139,info@poderepoggioalsole.com,0327  2021758
450,48017,48,Ristorante,"Ristorante ""accademia""","Piazza S. Marco, 7/r",Firenze,50121,Indirizzo posta elettronica non fornito,0552  17343
451,48017,48,Ristorante,"Ristorante ""i' Toscano""","Via Guelfa, 70/r",Firenze,50100,info@itoscano.it,0552  15475
452,48017,48,Bottega,La Cantina,"Via G. Verga, 28",Firenze,50137,Indirizzo posta elettronica non fornito,0556  121153
453,48017,48,Ristorante,Trattoria La Gratella,"Via Guelfa, 81r",Firenze,50129,ferrara.daniela@hotmail.it,0552  11292
454,48017,48,Ristorante,"Ristorante ""enzo E Piero""","Via Faenza, 105/r",Firenze,50123,enzoepiero@hotmail.com,0552  14901
455,48017,48,Ristorante,Osteria Il Piacere,Via Gabriele D'annunzio 149,Firenze,50135,info@osteriailpiacere.com,0556  02605
456,48017,48,Ristorante,Enotria Ristorante & Enoteca,"Via Delle Porte Nuove, 50",Firenze,50144,enotria@enotriawine.it,0553  54350
457,48017,48,Ristorante,Osteria Re Matto,Viale Dei Mille 152,Firenze,50131,remattofirenze2014@gmail.com,0555  83851
458,48017,48,Ristorante,Ristorante La Frasca,"Via Faentina, 70r",Firenze,50133,lafrasca@tiscali.it,0555  71244
459,48017,48,Ristorante,"Ristorante ""michelaccio""","Via Ponte Di Mezzo, 11-13-15/r",Firenze,50127,Indirizzo posta elettronica non fornito,0553  32495
460,48017,48,Ristorante,"Ristorante ""da Burde""","Via Pistoiese, 6/r",Firenze,50145,info@daburde.it,0553  17206
461,48017,48,Ristorante,Accademia Dei Palati,Via Valdinievole 12 Firenze,"Novoli, Firenze",50127,Mauriziozanolla@accademiadeipalati.it,0554  12051
462,48017,48,Ristorante,Rio Freddo,Viale Giovan Battista Morgagni 12a,Firenze,50134,riofreddo.fi@gmail.com,0554  16945
463,48017,48,Ristorante,Ristorante Rio Freddo,Viale G.b. Morgagni 10b-12a,Firenze,50134,riofreddo.fi@gmail.it,0554  16945
464,48039,48,Ristorante,"Ristorante ""la Bottega Dei Gaudenti""","Via Castagneto, 1",San Godenzo,50060,info@labottegadeigaudenti.it,0558  374031
465,48039,48,Ristorante,Ristorante Albergo Da Silvano,Via Forlivese 69/71,San Godenzo,50060,lochaletsangodenzo@gmail.com,0558  374043
466,47018,47,Bottega,Caciosteria I Due Ponti,Via Ponte Venturina 47,Sambuca Pistoiese,51020,caciomania@alice.it,0573  892520
467,47018,47,Bottega,Savigni,"Via Nazionale, 43","Pavana, Sambuca Pistoiese",51020,savigni@savigni.com,0057  3892521-053460072
468,47018,47,Ristorante,Caciosteria Due Ponti,Via Ponte Della Venturina 47,"Pavana, Sambuca Pistoiese",51020,caciomania@alice.it,0572  892520
469,47019,47,Ristorante,Trattoria La Vecchia Cantina,"Via Risorgimento, 4","Maresca, San Marcello Pistoiese",51028,info@vecchiacantina.it,0573  64158
470,47019,47,Ristorante,Albergo Ristorante Il Cacciatore,"Via G. Marconi, 727",San Marcello Pistoiese,51028,info@albergoilcacciatore.it,0573  630533
471,49006,49,Ristorante,Ristorante L'orizzonte,"Collina Di Segalari,","Loc Crocino, Castagneto Carducci",57022,info@ristoranteorizzonte.it,0565  763796
472,49006,49,Ristorante,Ristorante Zi Martino,"Località S. Giusto, 264",Castagneto Carducci,57022,info@zimartino.com,0565  733666
473,49006,49,Ristorante,Ristorante Il Vecchio Frantoio,Via Gramsci 8,Castagneto Carducci,57022,ristorante@ilvecchiofrantoio.it,0565  763731
474,49006,49,Ristorante,Guido 1935,Piazza Del Popolo 15,Castagneto Carducci,57022,enotecaguido@gmail.com,0565  763431
475,49006,49,Ristorante,Casa Dell'orzo,Via Vittorio Emanuele 49,Castagneto Carducci,57022,casadellorzo@gmail.com,0565  763267
476,49006,49,Bottega,Bio Peperita,Via Vittorio Emanuele 32,Castagneto Carducci,57024,info@biopeperita.it,0393  6209346
477,49006,49,Bottega,Borsi Liquori,Via Garibaldi 7/a,Castagneto Carducci,57022,info@borsiliquori.it,0565  766017
478,49006,49,Bottega,L'elixir,"Via Garibaldi, 7",Castagneto Carducci,57022,Indirizzo posta elettronica non fornito,0565  766017
479,49006,49,Ristorante,Osteria San Michele,Via Aurelia 199,"Donoratico, Castagneto Carducci",57024,deboda@tiscali.it,0565  774478
480,49006,49,Ristorante,Ristorante Da Franco,Via Aurelia 1,"Donoratico, Castagneto Carducci",57024,info@ristorantepizzeriadafranco.it,0565  775343
481,49006,49,Ristorante,La Taverna Del Pittore,Largo Nonna Lucia  4,"Bolgheri, Castagneto Carducci",57024,nfo@latavernadelpittore.it,0586  789858
482,48041,48,Bottega,Cotellesa Tina & C. S.a.s.,"Via Giotto, 50",Scandicci,50018,Indirizzo posta elettronica non fornito,0552  50065
483,48041,48,Ristorante,Trattoria Dino,"Via San Colombano, 78",Scandicci,50018,info@trattorialocandadino.com,0557  90067
484,47020,47,Bottega,Alimentari Giusi,Via Pollacci 17,"Casalguidi, Serravalle Pistoiese",51034,alimentari.giusi@gmail.com,0573  527228
485,47020,47,Ristorante,Pizzeria Milleluci,Via Fratelli Cervi 1,"Casalguidi, Serravalle Pistoiese",51034,bbr.milleluci@gmail.com,0573  527157
486,47020,47,Ristorante,Ristorante Bar La Piramide Di Valentina,"Via Redolone, 66","Casalguidi, Serravalle Pistoiese",51034,ristorantelapiramide@gmail.com,0573  526237
487,47020,47,Ristorante,Ristorante La Belluccia,Via Marlianese 63,Serravalle Pistoiese,51030,federico.stefanelli@yahoo.it,0057  3/51588340/0612214
488,47020,47,Ristorante,Ristorante Da Brontolo,"Via Provinciale Lucchese, 127","Masotti, Serravalle Pistoiese",51030,ristorante.brontolo@gmail.com,0573  020855
489,49007,49,Ristorante,Da Mirko,Via Baldissera 3,"Marina Di Cecina, Cecina",57023,info@ristorantedamirko.it,0586  622208
490,49007,49,Ristorante,Il Separé,"Viale Della Vittoria, 12",Cecina,57023,Indirizzo posta elettronica non fornito,0586  621136
491,49007,49,Ristorante,Contrada La Forchetta,"Viale Della Vittoria, 3","Marina Di Cecina, Cecina",57023,info@contradalaforchetta.com,0388  9988765
492,49007,49,Ristorante,Acquapazza,"Corso Carlo Ginori, 89",Cecina,57023,info@ristorantelacquapazza.com,0586  621219
493,49007,49,Ristorante,L'angolo Toscano,"Corso Matteotti, 298",Cecina,57023,fedoracascione@gmail.com,0586  681202
494,49007,49,Ristorante,Pilipili,Corso Matteotti 323,Cecina,57023,fede0608@hotmail.it,0347  0474738
495,49007,49,Ristorante,All'osteria La Cinquantina Enoteca,Via Guerrazzi N 57,"La Cinquantina, Cecina",57023,ristolacinquantina@gmail.com,0058  6/662189
496,49007,49,Ristorante,Il Delfino,Via Delle Gorette,"Le Gorette, Cecina",57023,info@bagniildelfino.it,0586  623215
497,49007,49,Bottega,Un Amore Divino,"Via Buozzi, 12",Cecina,57023,daniela.t@icloud.com,0392  0812366
498,49007,49,Ristorante,Scacciapensieri,Via Verdi 22,Cecina,57023,direzione@ristorantescacciapensieri.com,0058  66809000586680099
499,49007,49,Ristorante,Gino Paranza,Via Leonardo Da Vinci 17,Cecina,57023,francescoanna688@gmail.com,0334  8553571
500,49007,49,Ristorante,Antico Ponte,"Corso Matteotti, 25",Cecina,57023,Indirizzo posta elettronica non fornito,0586  680065
501,49007,49,Bottega,Mediterranea Belfiore Srl,Via Guerrazzi,Cecina,57023,med.belfiore@tiscali.it,0586  620555
502,49007,49,Ristorante,Ristorante Fiore Pizza,Via Pisana 48,Cecina,57023,chiarachiavistelli@gmail.com,0586  661692
503,49007,49,Ristorante,Fiore,Via Pisana 44,"Collemezzano, Cecina",57023,Indirizzo posta elettronica non fornito,0586  661692
504,48020,48,Bottega,Pontormo Caffé Biobar,Via Volterrana 34,Gambassi Terme,50050,gerardoregi@toscananet.it,0571  638130
505,48001,48,Bottega,La Piazzetta,"Via Pian Di Grassina, 20",Bagno A Ripoli,50012,stefano1244@interfree.it,0556  41656
506,48001,48,Bottega,Alimentari Luana,"Via Tizzano, 61/63",Bagno A Ripoli,50012,Indirizzo posta elettronica non fornito,0556  41107
507,48001,48,Ristorante,"Ristorante Caffé ""primavera""","Via Roma, 144",Bagno A Ripoli,50012,tema2002@virgilio.it,0556  30457
508,48001,48,Ristorante,Da Francesca,Via Manlio 2,Bagno A Ripoli,50055,pranzosano@confcommercio.toscana.it,0554  68141
509,48021,48,Ristorante,Giovanni Da Verrazzano,Piazza Matteotti 28,Greve In Chianti,50022,info@albergoverrazzano.it,0558  53189
510,48021,48,Bottega,Antica Macelleria Falorni Snc,"Piazza Giacomo Matteotti, 71",Greve In Chianti,50022,Indirizzo posta elettronica non fornito,0558  53029
511,48021,48,Ristorante,Ristorante Da Verrazzano,Piazza Matteotti 28,Greve In Chianti,50022,info@ristoranteverrazzano.it,0055  /853189
512,48021,48,Ristorante,Enoteca Ristorante Gallo Nero,"Cesare Battisti, 9",Greve In Chianti,50022,info@enoristorantegallonero.it,0558  53734
513,52032,52,Ristorante,Antica Tratttoria Botteganova,Strada Chiantigiana 29,"Botteganova, Siena",53100,info@anticatrattoriabotteganova.it,0057  7-284230
514,48021,48,Ristorante,Locanda Il Gallo,"Via Lando Conti, 18","Chiocchio, Greve In Chianti",50020,info@locandailgallo.it,0558  572266
515,48021,48,Bottega,La Dispensa Di Andrea E Gregorio,Via G.mazzini 1,Greve In Chianti,50027,a.parrini@tiscali.it,0558  588957
516,48021,48,Ristorante,"Ristorante ""la Martellina""","Via Di Pancole, 1","Strada In Chianti, Greve In Chianti",50022,federigoanelli@libero.it,0558  58348
517,48045,48,Ristorante,Il Caratello Wine Bar- Wine Shop-restaurant,Via Roma  184,Tavarnelle Val Di Pesa,50028,info@ilcaratello.biz,0558  059501
518,48045,48,Ristorante,Osteria La Gramola,"Via Delle Fonti, 1","Nel Centro Di Tavarnelle, Tavarnelle Val Di Pesa",50028,osteria@gramola.it,0558  050321
519,48045,48,Bottega,Poggio Al Bosco,"Via Chiostrini, 5","Via Chiostrini 5, Tavarnelle Val Di Pesa",50028,bianca@poggioalbosco.com,0+39  0558076474
521,49004,49,Ristorante,Osteria Gallonero Capoliveri,"Via V. Mellini, 3",Capoliveri,57031,osteriagallonero.capoliveri@gmail.com,0565  968505
522,49004,49,Ristorante,Taverna Dei Poeti,"Via Roma, 14",Capoliveri,57031,latavernadeipoeti@inwind.it,0565  968306
523,49004,49,Ristorante,L'osteria Dei Quattro Rioni,"Via Fortezza, 1",Capoliveri,57031,info@losteriadeiquattrorioni.com,0565  935022
524,48002,48,Ristorante,Ristorante Giro Di Bacco,"Via Nazionale, 8","Cafaggiolo, Barberino Di Mugello",50031,girodibacco@alice.it,0055  84181730558416111
525,48002,48,Ristorante,L'oste In Piazza,"Piazza Cavour, 10",Barberino Di Mugello,50031,osteinpiazza@libero.it,0558  478027
527,48022,48,Ristorante,"Ristorante ""il Pruneto""","Via Della Croce, 39",Impruneta,50023,info@pruneto.net,0550  124046
528,48022,48,Ristorante,"Ristorante ""bellavista""","Via Della Croce, 2",Impruneta,50023,info@bellavistaimpruneta.it,0552  011083
529,49009,49,Ristorante,"Ristorante Hotel Pizzeria ""il Romito""","Via Del Littorale, 274 - Antignano","Caligniaia, Livorno",57128,marcpell1@tin.it,0335  7824401
530,49009,49,Ristorante,La Vela,Via Del Littorale 164,Livorno,57128,ristorante@lavelalivorno.com,0586  540400
531,49009,49,Ristorante,"Antico Ristorante ""conti""","Piazza Di Montenero, 16","Montenero, Livorno",57128,Indirizzo posta elettronica non fornito,0586  579021
532,49009,49,Ristorante,Ristorante Montallegro Orlandi,"Piazza Di Montenero,3","Montenero, Livorno",57128,montallegro@tin.it,0586  579030
533,49009,49,Bottega,Liquori Camici,"Via Grotta Delle Fate, 41",Livorno,57128,info@liquoricamici.com,0338  8611771
534,49009,49,Ristorante,Porto Di Mare,Viale Italia 89,Livorno,57128,portodimarelivorno@gmail.com,0348  3927504
535,49009,49,Ristorante,Kebabbe - Kebabberia Artigianale Italiana,Via Cecconi 77,Livorno,57126,kebabbe@kebabbe.it,0339  6245374
536,49009,49,Ristorante,"Ristorante ""gran Duca""","Piazza Micheli, 18",Livorno,57126,ristorante@granduca.it,0586  891325
537,49009,49,Bottega,Assolo,Via Roma 40,Livorno,57126,info@assolochocolate.com,0058  6/807495
538,49009,49,Ristorante,"Ristorante ""cantina Senese""","Borgo Cappuccini, 95",Livorno,57126,paolosanna20021@tin.it,0586  890239
539,49009,49,Ristorante,"Ristorante ""il Rifugio""","Via Mayer, 80/82",Livorno,57126,Indirizzo posta elettronica non fornito,0586  211942
540,49009,49,Bottega,La Cantina Frascati,Via Buontalenti Banco 54,Livorno,57100,frasca10@libero.it,0328  5355891
541,49009,49,Ristorante,Aragosta,"Piazza Dell'arsenale, 6",Livorno,57123,info@aragostasrl.com,0058  6895395-3498607525
542,49009,49,Bottega,Battaglia Antica Norcineria,Piazza Felice Cavallotti 14/15,Livorno,57123,anticanorcineria.battaglia@gmail.com,0586  884117
543,49009,49,Bottega,Enoteca Via Cogorano 14 Livorno,Enoteca Via Cogorano 14,Livorno,57123,enotecaviacogorano14livorno@gmail.com,0586  894338
544,49009,49,Ristorante,Ristorante L'ancora,"Scali Dell'ancore, 10",Livorno,57123,ristoranteancora@hotmail.it,0586  881401
545,49009,49,Ristorante,"Ristorante ""la Barcarola""","Viale Carducci, 39",Livorno,57125,info@labarcarola.it,0586  402367
546,49009,49,Ristorante,"Ristorante Enoteca ""forte San Pietro""","Piazza Domenicani, 2",Livorno,57126,spagnolidario@libero.it,0586  880800
547,49009,49,Ristorante,Trattoria La Lupa,Via Del Testaio 21/23,Livorno,57123,info@trattorialalupa.it,0335  6796825
548,49009,49,Ristorante,Il Mercato Del Pesce,Scali Delle Ancore ( Presso Mercato Ittico),"Livorno, Quartiere Venezia, Livorno",57123,info@ifishlivorno.it,0340  9569091
549,48024,48,Ristorante,Accademia Del Coccio,Via Lungarno Bruno Buozzi 49,"Ponte A Signa, Lastra A Signa",50055,info@accademiadelcoccio.it,0334  3802229
550,48049,48,Ristorante,O' Per Bacco,Corso Del Popolo,Vicchio,50039,pamelaiv@libero.it,0339  3120937
551,48049,48,Ristorante,La Casa Matta,"Viale Beato Angelico, 79",Vicchio,50039,lacasamatta@alice.it,0558  497104
552,48049,48,Bottega,Roberto Frutta Commercio Prodotti Agroalimentari,"Via Aligi Barducci, 13",Vicchio,50039,lunicasrl@lunica.it,0558  455374
553,48004,48,Ristorante,"Ristorante ""tre Fiumi""","Via Madonna 3 Fiumi, 16","Ronta, Borgo San Lorenzo",50030,info@albergotrefiumi.com,0558  40397
554,49010,49,Ristorante,Osteria Del Noce,"Via Della Madonna, 14",Marciana,57030,Indirizzo posta elettronica non fornito,0565  901284
555,49010,49,Ristorante,"Ristorante ""da Luigi""",Località Lavacchio 11,"Lavacchio, 11, Marciana",57030,daluigi2007@libero.it,0565  99413
556,49010,49,Ristorante,Ristorante Publius,Piazza Del Castagneto,"Poggio, Marciana",57030,info@ristorantepublius.it,0565  99208
557,49010,49,Ristorante,Hotel Belmare,"Viaprovinciale Per Pomonte, N. 56","Patresi, Marciana",57030,info@hotelbelmare.it,0565  908067
558,49010,49,Ristorante,"Ristorante ""da Sauro""",Località S. Andrea,"S. Andrea, Marciana",57030,santandrea@elbalink.it,0565  908006
559,49013,49,Ristorante,"Ristorante ""delfino Verde""","Via Vitaliani, 1",Porto Azzurro,57036,Indirizzo posta elettronica non fornito,0565  95197
560,49013,49,Ristorante,Osteria La Botte Gaia,Viale Europa 5,Porto Azzurro,57036,riccardo@labottegaia.com,0565  95607
561,53006,53,Ristorante,"Ristorante ""da Romolo""","Corso Della Libertà,10",Castiglione Della Pescaia,58043,Indirizzo posta elettronica non fornito,0056  4/933533
562,53006,53,Bottega,Latteria Menicucci Franchina,"Via Della Fonte, 14",Castiglione Della Pescaia,58043,Indirizzo posta elettronica non fornito,0564  933458
563,53006,53,Ristorante,Ristorante Pierbacco,"Piazza Della Repubblica, 24",Castiglione Della Pescaia,58043,info@pierbacco.it,0564  933522
564,53006,53,Ristorante,Locanda Mossa Dei Barbari,"Via Del Romitorio, 1","Buriano, Castiglione Della Pescaia",58040,info@mossadeibarbari.it,0564  948079
565,53006,53,Ristorante,Il Granaio,Via Celso Camaiori 10,Castiglione Della Pescaia,58043,INFO@ILGRANAIOCASTIGLIONE.COM,0564  933046
566,53006,53,Ristorante,Osteria Sapori Di Maremma,"Via Camaioli, 13",Castiglione Della Pescaia,58043,elio.galgani@tiscali.it,0564  933629
567,53006,53,Ristorante,La Fortezza,Via Del Recinto 1,Castiglione Della Pescaia,58043,info@lafortezzacdp.it,0564  939597
568,53006,53,Ristorante,Osteria Il Recinto,Viale Kennedy 6,Castiglione Della Pescaia,58043,alberto.boncompagni@virgilio.it,0393  9697833
569,53006,53,Ristorante,Le Dune,Viale Kennedy,Castiglione Della Pescaia,58044,info@ristoranteledune.com,0564  935111
570,53006,53,Ristorante,Baia Dei Butteri,"Via San Benedetto Po, 13",Castiglione Della Pescaia,58043,info@baiadeibutteri.it,0339  4745275
571,53011,53,Ristorante,Locanda Porta Vecchia,"Piazza Maniscalchi, 5",Grosseto,58100,locandaportavecchia@libero.it,0564  21383
572,53006,53,Ristorante,Trattoria Da Grazia,Località Pian Di Rocca,"Loc. Pian Di Rocca, Castiglione Della Pescaia",58043,Indirizzo posta elettronica non fornito,0056  4947054-3281225698
573,53006,53,Ristorante,Osteria Il Cantuccio,Piazza Indipendenza 31,"Buriano, Castiglione Della Pescaia",58043,danielereino@icloud.com,0564  948011
574,48050,48,Ristorante,Dalle Vigne Wine Loft,"Via Del Torrino, 25","Mercatale, Vinci",50059,wineloft@dallevigne.com,0571  902675
575,48050,48,Ristorante,I Borghi Gourmet Souvenir,Piazza Leonardo Da Vinci 5,Vinci,50059,i.borghi@tiscali.it,0335  6131899
576,48050,48,Ristorante,Il Piastrino,"Via Piastrino, 30",Vinci,50059,info@ilpiastrino.it,0571  56148
577,48005,48,Bottega,In Piazza Da Sbarbacipolla,Via Francesco Cilea 21,Calenzano,50041,sbarbacipolla00@gmail.com,0055  -8826499
578,48005,48,Ristorante,Trattoria Da Remo,"Via Giusti, 90",Calenzano,50041,trattoriadaremo@libero.it,0555  8877154
579,48005,48,Ristorante,Ristorante Oreste Campagna,Via Di Legri 22,Calenzano,50041,riccardo.chianticlassico@gmail.com,0558  827156
580,48005,48,Ristorante,Ristorante Carmagnini Del '500,"Via Di Barberino, 238",Calenzano,50041,info@carmagninidel500.it,0558  819930
581,48005,48,Ristorante,Ristorante Da Gianni,"Via Di Barberino, 47","Le Croci Di Calenzano, Calenzano",50041,ristorante.dagianni@libero.it,0558  876908
582,48008,48,Ristorante,Osteria Cantagallo,Via Valicarda 35,Capraia E Limite,50050,info@enricopierazzuoli.com,0057  11820860-3313233396
583,48018,48,Ristorante,Albergo Ristorante La Rocca,Piazza Agnolo 3-4-5,Firenzuola,50033,info@laroccaristorante.net,0339  8127890
584,48018,48,Ristorante,Acconci Albergo Ristorante,"Piazza Agnolo, 18",Firenzuola,50033,aracconci@tiscali.it,0338  3481933
585,48018,48,Ristorante,Agriturismo Rovignale,"Rovignale Capanna, 492","Capanna, Firenzuola",50033,info@rovignale.it,0+39  3383387603
586,48027,48,Ristorante,Trattoria Casa Masi,"Via Collerucci, 53",Montaione,50050,info@casamasimontaione.it,0571  677170
587,49011,49,Ristorante,"Ristorante ""zorba""","Piazza Della Vittoria, 14",Marciana Marina,57033,Indirizzo posta elettronica non fornito,0565  99225
588,49011,49,Ristorante,"Ristorante ""caponord""",Località La Fenicia,"La Fenicia, Marciana Marina",57033,attilioadriani@tin.it,0565  996983
589,49012,49,Ristorante,La Rocchetta Pan Di Sapone,"Piazza Bovio, 6",Piombino,57025,la.rocchetta@alice.it,0565  39280
590,49012,49,Ristorante,Mirollino Beach,Piazza Bovio 6,"Torre Mozza, Piombino",57025,blaschetto1970@hotmail.it,0056  520511-3357119714
591,49012,49,Ristorante,I'ciripasso Trattoria,"C.so Vittorio Emanuele Ii, N.19","Piombino Centro, Piombino",57025,sara.cabassi@hotmail.it,0565  32883
592,49012,49,Ristorante,Il Boccondivino,"Corso Vittorio Emanuele Ii, 7",Piombino,57025,ilboccondivino.piombino@gmail.com,0565  225114
