id,id_ristorante,ristorante_id,categoria,nome,prezzo,currency
3,615,615,Secondi,Carne,15,EUR
4,615,615,Drink,Vino Locale,6,EUR
5,615,615,Dessert,Tiramisu,8,EUR
1,616,616,Starters,Insalata,4,EUR
2,616,616,Primi,Pici al ragù di cinghiale,8,EUR
3,616,616,Secondi,Carne,15,EUR
4,616,616,Drink,Vino Locale,6,EUR
5,616,616,Dessert,Tiramisu,8,EUR
1,617,617,Starters,Insalata,4,EUR
2,617,617,Primi,Pici al ragù di cinghiale,8,EUR
3,617,617,Secondi,Carne,15,EUR
4,617,617,Drink,Vino Locale,6,EUR
5,617,617,Dessert,Tiramisu,8,EUR
1,618,618,Starters,Insalata,4,EUR
2,618,618,Primi,Pici al ragù di cinghiale,8,EUR
3,618,618,Secondi,Carne,15,EUR
4,618,618,Drink,Vino Locale,6,EUR
5,618,618,Dessert,Tiramisu,8,EUR
1,619,619,Starters,Insalata,4,EUR
2,619,619,Primi,Pici al ragù di cinghiale,8,EUR
3,619,619,Secondi,Carne,15,EUR
4,619,619,Drink,Vino Locale,6,EUR
5,619,619,Dessert,Tiramisu,8,EUR
1,620,620,Starters,Insalata,4,EUR
2,620,620,Primi,Pici al ragù di cinghiale,8,EUR
3,620,620,Secondi,Carne,15,EUR
4,620,620,Drink,Vino Locale,6,EUR
5,620,620,Dessert,Tiramisu,8,EUR
1,621,621,Starters,Insalata,4,EUR
2,621,621,Primi,Pici al ragù di cinghiale,8,EUR
3,621,621,Secondi,Carne,15,EUR
4,621,621,Drink,Vino Locale,6,EUR
5,621,621,Dessert,Tiramisu,8,EUR
1,622,622,Starters,Insalata,4,EUR
2,622,622,Primi,Pici al ragù di cinghiale,8,EUR
3,622,622,Secondi,Carne,15,EUR
4,622,622,Drink,Vino Locale,6,EUR
5,622,622,Dessert,Tiramisu,8,EUR
1,623,623,Starters,Insalata,4,EUR
2,623,623,Primi,Pici al ragù di cinghiale,8,EUR
3,623,623,Secondi,Carne,15,EUR
4,623,623,Drink,Vino Locale,6,EUR
5,623,623,Dessert,Tiramisu,8,EUR
1,624,624,Starters,Insalata,4,EUR
2,624,624,Primi,Pici al ragù di cinghiale,8,EUR
3,624,624,Secondi,Carne,15,EUR
4,624,624,Drink,Vino Locale,6,EUR
5,624,624,Dessert,Tiramisu,8,EUR
1,625,625,Starters,Insalata,4,EUR
2,625,625,Primi,Pici al ragù di cinghiale,8,EUR
3,625,625,Secondi,Carne,15,EUR
4,625,625,Drink,Vino Locale,6,EUR
5,625,625,Dessert,Tiramisu,8,EUR
1,626,626,Starters,Insalata,4,EUR
2,626,626,Primi,Pici al ragù di cinghiale,8,EUR
3,626,626,Secondi,Carne,15,EUR
4,626,626,Drink,Vino Locale,6,EUR
5,626,626,Dessert,Tiramisu,8,EUR
1,627,627,Starters,Insalata,4,EUR
2,627,627,Primi,Pici al ragù di cinghiale,8,EUR
3,627,627,Secondi,Carne,15,EUR
4,627,627,Drink,Vino Locale,6,EUR
5,627,627,Dessert,Tiramisu,8,EUR
1,628,628,Starters,Insalata,4,EUR
2,628,628,Primi,Pici al ragù di cinghiale,8,EUR
3,628,628,Secondi,Carne,15,EUR
4,628,628,Drink,Vino Locale,6,EUR
5,628,628,Dessert,Tiramisu,8,EUR
1,629,629,Starters,Insalata,4,EUR
2,629,629,Primi,Pici al ragù di cinghiale,8,EUR
3,629,629,Secondi,Carne,15,EUR
4,629,629,Drink,Vino Locale,6,EUR
5,629,629,Dessert,Tiramisu,8,EUR
1,630,630,Starters,Insalata,4,EUR
2,630,630,Primi,Pici al ragù di cinghiale,8,EUR
3,630,630,Secondi,Carne,15,EUR
4,630,630,Drink,Vino Locale,6,EUR
5,630,630,Dessert,Tiramisu,8,EUR
1,631,631,Starters,Insalata,4,EUR
2,631,631,Primi,Pici al ragù di cinghiale,8,EUR
3,631,631,Secondi,Carne,15,EUR
4,631,631,Drink,Vino Locale,6,EUR
5,631,631,Dessert,Tiramisu,8,EUR
1,632,632,Starters,Insalata,4,EUR
2,632,632,Primi,Pici al ragù di cinghiale,8,EUR
3,632,632,Secondi,Carne,15,EUR
4,632,632,Drink,Vino Locale,6,EUR
5,632,632,Dessert,Tiramisu,8,EUR
1,633,633,Starters,Insalata,4,EUR
2,633,633,Primi,Pici al ragù di cinghiale,8,EUR
3,633,633,Secondi,Carne,15,EUR
4,633,633,Drink,Vino Locale,6,EUR
5,633,633,Dessert,Tiramisu,8,EUR
1,634,634,Starters,Insalata,4,EUR
2,634,634,Primi,Pici al ragù di cinghiale,8,EUR
3,634,634,Secondi,Carne,15,EUR
4,634,634,Drink,Vino Locale,6,EUR
5,634,634,Dessert,Tiramisu,8,EUR
1,635,635,Starters,Insalata,4,EUR
2,635,635,Primi,Pici al ragù di cinghiale,8,EUR
3,635,635,Secondi,Carne,15,EUR
4,635,635,Drink,Vino Locale,6,EUR
5,635,635,Dessert,Tiramisu,8,EUR
1,636,636,Starters,Insalata,4,EUR
2,636,636,Primi,Pici al ragù di cinghiale,8,EUR
3,636,636,Secondi,Carne,15,EUR
4,636,636,Drink,Vino Locale,6,EUR
5,636,636,Dessert,Tiramisu,8,EUR
1,637,637,Starters,Insalata,4,EUR
2,637,637,Primi,Pici al ragù di cinghiale,8,EUR
3,637,637,Secondi,Carne,15,EUR
4,637,637,Drink,Vino Locale,6,EUR
5,637,637,Dessert,Tiramisu,8,EUR
1,638,638,Starters,Insalata,4,EUR
2,638,638,Primi,Pici al ragù di cinghiale,8,EUR
3,638,638,Secondi,Carne,15,EUR
4,638,638,Drink,Vino Locale,6,EUR
5,638,638,Dessert,Tiramisu,8,EUR
1,639,639,Starters,Insalata,4,EUR
2,639,639,Primi,Pici al ragù di cinghiale,8,EUR
3,639,639,Secondi,Carne,15,EUR
4,639,639,Drink,Vino Locale,6,EUR
5,639,639,Dessert,Tiramisu,8,EUR
1,640,640,Starters,Insalata,4,EUR
2,640,640,Primi,Pici al ragù di cinghiale,8,EUR
3,640,640,Secondi,Carne,15,EUR
4,640,640,Drink,Vino Locale,6,EUR
5,640,640,Dessert,Tiramisu,8,EUR
1,641,641,Starters,Insalata,4,EUR
2,641,641,Primi,Pici al ragù di cinghiale,8,EUR
3,641,641,Secondi,Carne,15,EUR
4,641,641,Drink,Vino Locale,6,EUR
5,641,641,Dessert,Tiramisu,8,EUR
1,642,642,Starters,Insalata,4,EUR
2,642,642,Primi,Pici al ragù di cinghiale,8,EUR
3,642,642,Secondi,Carne,15,EUR
4,642,642,Drink,Vino Locale,6,EUR
5,642,642,Dessert,Tiramisu,8,EUR
1,643,643,Starters,Insalata,4,EUR
2,643,643,Primi,Pici al ragù di cinghiale,8,EUR
3,643,643,Secondi,Carne,15,EUR
4,643,643,Drink,Vino Locale,6,EUR
5,643,643,Dessert,Tiramisu,8,EUR
1,644,644,Starters,Insalata,4,EUR
2,644,644,Primi,Pici al ragù di cinghiale,8,EUR
3,644,644,Secondi,Carne,15,EUR
4,644,644,Drink,Vino Locale,6,EUR
5,644,644,Dessert,Tiramisu,8,EUR
1,645,645,Starters,Insalata,4,EUR
2,645,645,Primi,Pici al ragù di cinghiale,8,EUR
3,645,645,Secondi,Carne,15,EUR
4,645,645,Drink,Vino Locale,6,EUR
5,645,645,Dessert,Tiramisu,8,EUR
1,646,646,Starters,Insalata,4,EUR
2,646,646,Primi,Pici al ragù di cinghiale,8,EUR
3,646,646,Secondi,Carne,15,EUR
4,646,646,Drink,Vino Locale,6,EUR
5,646,646,Dessert,Tiramisu,8,EUR
1,647,647,Starters,Insalata,4,EUR
2,647,647,Primi,Pici al ragù di cinghiale,8,EUR
3,647,647,Secondi,Carne,15,EUR
4,647,647,Drink,Vino Locale,6,EUR
5,647,647,Dessert,Tiramisu,8,EUR
1,648,648,Starters,Insalata,4,EUR
2,648,648,Primi,Pici al ragù di cinghiale,8,EUR
3,648,648,Secondi,Carne,15,EUR
4,648,648,Drink,Vino Locale,6,EUR
5,648,648,Dessert,Tiramisu,8,EUR
1,649,649,Starters,Insalata,4,EUR
2,649,649,Primi,Pici al ragù di cinghiale,8,EUR
3,649,649,Secondi,Carne,15,EUR
4,649,649,Drink,Vino Locale,6,EUR
5,649,649,Dessert,Tiramisu,8,EUR
1,650,650,Starters,Insalata,4,EUR
2,650,650,Primi,Pici al ragù di cinghiale,8,EUR
3,650,650,Secondi,Carne,15,EUR
4,650,650,Drink,Vino Locale,6,EUR
5,650,650,Dessert,Tiramisu,8,EUR
1,651,651,Starters,Insalata,4,EUR
2,651,651,Primi,Pici al ragù di cinghiale,8,EUR
3,651,651,Secondi,Carne,15,EUR
4,651,651,Drink,Vino Locale,6,EUR
5,651,651,Dessert,Tiramisu,8,EUR
1,652,652,Starters,Insalata,4,EUR
2,652,652,Primi,Pici al ragù di cinghiale,8,EUR
3,652,652,Secondi,Carne,15,EUR
4,652,652,Drink,Vino Locale,6,EUR
5,652,652,Dessert,Tiramisu,8,EUR
1,653,653,Starters,Insalata,4,EUR
2,653,653,Primi,Pici al ragù di cinghiale,8,EUR
3,653,653,Secondi,Carne,15,EUR
4,653,653,Drink,Vino Locale,6,EUR
5,653,653,Dessert,Tiramisu,8,EUR
1,654,654,Starters,Insalata,4,EUR
2,654,654,Primi,Pici al ragù di cinghiale,8,EUR
3,654,654,Secondi,Carne,15,EUR
4,654,654,Drink,Vino Locale,6,EUR
5,654,654,Dessert,Tiramisu,8,EUR
1,655,655,Starters,Insalata,4,EUR
2,655,655,Primi,Pici al ragù di cinghiale,8,EUR
3,655,655,Secondi,Carne,15,EUR
4,655,655,Drink,Vino Locale,6,EUR
5,655,655,Dessert,Tiramisu,8,EUR
1,656,656,Starters,Insalata,4,EUR
2,656,656,Primi,Pici al ragù di cinghiale,8,EUR
3,656,656,Secondi,Carne,15,EUR
4,656,656,Drink,Vino Locale,6,EUR
5,656,656,Dessert,Tiramisu,8,EUR
1,657,657,Starters,Insalata,4,EUR
2,657,657,Primi,Pici al ragù di cinghiale,8,EUR
3,657,657,Secondi,Carne,15,EUR
4,657,657,Drink,Vino Locale,6,EUR
5,657,657,Dessert,Tiramisu,8,EUR
1,658,658,Starters,Insalata,4,EUR
2,658,658,Primi,Pici al ragù di cinghiale,8,EUR
3,658,658,Secondi,Carne,15,EUR
4,658,658,Drink,Vino Locale,6,EUR
5,658,658,Dessert,Tiramisu,8,EUR
1,659,659,Starters,Insalata,4,EUR
2,659,659,Primi,Pici al ragù di cinghiale,8,EUR
3,659,659,Secondi,Carne,15,EUR
4,659,659,Drink,Vino Locale,6,EUR
5,659,659,Dessert,Tiramisu,8,EUR
1,660,660,Starters,Insalata,4,EUR
2,660,660,Primi,Pici al ragù di cinghiale,8,EUR
3,660,660,Secondi,Carne,15,EUR
4,660,660,Drink,Vino Locale,6,EUR
5,660,660,Dessert,Tiramisu,8,EUR
1,661,661,Starters,Insalata,4,EUR
2,661,661,Primi,Pici al ragù di cinghiale,8,EUR
3,661,661,Secondi,Carne,15,EUR
4,661,661,Drink,Vino Locale,6,EUR
5,661,661,Dessert,Tiramisu,8,EUR
1,662,662,Starters,Insalata,4,EUR
2,662,662,Primi,Pici al ragù di cinghiale,8,EUR
3,662,662,Secondi,Carne,15,EUR
4,662,662,Drink,Vino Locale,6,EUR
5,662,662,Dessert,Tiramisu,8,EUR
1,663,663,Starters,Insalata,4,EUR
2,663,663,Primi,Pici al ragù di cinghiale,8,EUR
3,663,663,Secondi,Carne,15,EUR
4,663,663,Drink,Vino Locale,6,EUR
5,663,663,Dessert,Tiramisu,8,EUR
1,664,664,Starters,Insalata,4,EUR
2,664,664,Primi,Pici al ragù di cinghiale,8,EUR
3,664,664,Secondi,Carne,15,EUR
4,664,664,Drink,Vino Locale,6,EUR
5,664,664,Dessert,Tiramisu,8,EUR
1,665,665,Starters,Insalata,4,EUR
2,665,665,Primi,Pici al ragù di cinghiale,8,EUR
3,665,665,Secondi,Carne,15,EUR
4,665,665,Drink,Vino Locale,6,EUR
5,665,665,Dessert,Tiramisu,8,EUR
1,666,666,Starters,Insalata,4,EUR
2,666,666,Primi,Pici al ragù di cinghiale,8,EUR
3,666,666,Secondi,Carne,15,EUR
4,666,666,Drink,Vino Locale,6,EUR
5,666,666,Dessert,Tiramisu,8,EUR
1,667,667,Starters,Insalata,4,EUR
2,667,667,Primi,Pici al ragù di cinghiale,8,EUR
3,667,667,Secondi,Carne,15,EUR
4,667,667,Drink,Vino Locale,6,EUR
5,667,667,Dessert,Tiramisu,8,EUR
1,668,668,Starters,Insalata,4,EUR
2,668,668,Primi,Pici al ragù di cinghiale,8,EUR
3,668,668,Secondi,Carne,15,EUR
4,668,668,Drink,Vino Locale,6,EUR
5,668,668,Dessert,Tiramisu,8,EUR
1,669,669,Starters,Insalata,4,EUR
2,669,669,Primi,Pici al ragù di cinghiale,8,EUR
3,669,669,Secondi,Carne,15,EUR
4,669,669,Drink,Vino Locale,6,EUR
5,669,669,Dessert,Tiramisu,8,EUR
1,670,670,Starters,Insalata,4,EUR
2,670,670,Primi,Pici al ragù di cinghiale,8,EUR
3,670,670,Secondi,Carne,15,EUR
4,670,670,Drink,Vino Locale,6,EUR
5,670,670,Dessert,Tiramisu,8,EUR
1,671,671,Starters,Insalata,4,EUR
2,671,671,Primi,Pici al ragù di cinghiale,8,EUR
3,671,671,Secondi,Carne,15,EUR
4,671,671,Drink,Vino Locale,6,EUR
5,671,671,Dessert,Tiramisu,8,EUR
1,672,672,Starters,Insalata,4,EUR
2,672,672,Primi,Pici al ragù di cinghiale,8,EUR
3,672,672,Secondi,Carne,15,EUR
4,672,672,Drink,Vino Locale,6,EUR
5,672,672,Dessert,Tiramisu,8,EUR
1,673,673,Starters,Insalata,4,EUR
2,673,673,Primi,Pici al ragù di cinghiale,8,EUR
3,673,673,Secondi,Carne,15,EUR
4,673,673,Drink,Vino Locale,6,EUR
5,673,673,Dessert,Tiramisu,8,EUR
1,674,674,Starters,Insalata,4,EUR
2,674,674,Primi,Pici al ragù di cinghiale,8,EUR
3,674,674,Secondi,Carne,15,EUR
4,674,674,Drink,Vino Locale,6,EUR
5,674,674,Dessert,Tiramisu,8,EUR
1,675,675,Starters,Insalata,4,EUR
2,675,675,Primi,Pici al ragù di cinghiale,8,EUR
3,675,675,Secondi,Carne,15,EUR
4,675,675,Drink,Vino Locale,6,EUR
5,675,675,Dessert,Tiramisu,8,EUR
1,676,676,Starters,Insalata,4,EUR
2,676,676,Primi,Pici al ragù di cinghiale,8,EUR
3,676,676,Secondi,Carne,15,EUR
4,676,676,Drink,Vino Locale,6,EUR
5,676,676,Dessert,Tiramisu,8,EUR
1,677,677,Starters,Insalata,4,EUR
2,677,677,Primi,Pici al ragù di cinghiale,8,EUR
3,677,677,Secondi,Carne,15,EUR
4,677,677,Drink,Vino Locale,6,EUR
5,677,677,Dessert,Tiramisu,8,EUR
1,678,678,Starters,Insalata,4,EUR
2,678,678,Primi,Pici al ragù di cinghiale,8,EUR
3,678,678,Secondi,Carne,15,EUR
4,678,678,Drink,Vino Locale,6,EUR
5,678,678,Dessert,Tiramisu,8,EUR
1,679,679,Starters,Insalata,4,EUR
2,679,679,Primi,Pici al ragù di cinghiale,8,EUR
3,679,679,Secondi,Carne,15,EUR
4,679,679,Drink,Vino Locale,6,EUR
5,679,679,Dessert,Tiramisu,8,EUR
1,680,680,Starters,Insalata,4,EUR
2,680,680,Primi,Pici al ragù di cinghiale,8,EUR
3,680,680,Secondi,Carne,15,EUR
4,680,680,Drink,Vino Locale,6,EUR
5,680,680,Dessert,Tiramisu,8,EUR
1,681,681,Starters,Insalata,4,EUR
2,681,681,Primi,Pici al ragù di cinghiale,8,EUR
3,681,681,Secondi,Carne,15,EUR
4,681,681,Drink,Vino Locale,6,EUR
5,681,681,Dessert,Tiramisu,8,EUR
1,682,682,Starters,Insalata,4,EUR
2,682,682,Primi,Pici al ragù di cinghiale,8,EUR
3,682,682,Secondi,Carne,15,EUR
4,682,682,Drink,Vino Locale,6,EUR
5,682,682,Dessert,Tiramisu,8,EUR
1,683,683,Starters,Insalata,4,EUR
2,683,683,Primi,Pici al ragù di cinghiale,8,EUR
3,683,683,Secondi,Carne,15,EUR
4,683,683,Drink,Vino Locale,6,EUR
5,683,683,Dessert,Tiramisu,8,EUR
1,684,684,Starters,Insalata,4,EUR
2,684,684,Primi,Pici al ragù di cinghiale,8,EUR
3,684,684,Secondi,Carne,15,EUR
4,684,684,Drink,Vino Locale,6,EUR
5,684,684,Dessert,Tiramisu,8,EUR
1,685,685,Starters,Insalata,4,EUR
2,685,685,Primi,Pici al ragù di cinghiale,8,EUR
3,685,685,Secondi,Carne,15,EUR
4,685,685,Drink,Vino Locale,6,EUR
5,685,685,Dessert,Tiramisu,8,EUR
1,686,686,Starters,Insalata,4,EUR
2,686,686,Primi,Pici al ragù di cinghiale,8,EUR
3,686,686,Secondi,Carne,15,EUR
4,686,686,Drink,Vino Locale,6,EUR
5,686,686,Dessert,Tiramisu,8,EUR
1,687,687,Starters,Insalata,4,EUR
2,687,687,Primi,Pici al ragù di cinghiale,8,EUR
3,687,687,Secondi,Carne,15,EUR
4,687,687,Drink,Vino Locale,6,EUR
5,687,687,Dessert,Tiramisu,8,EUR
1,688,688,Starters,Insalata,4,EUR
2,688,688,Primi,Pici al ragù di cinghiale,8,EUR
3,688,688,Secondi,Carne,15,EUR
4,688,688,Drink,Vino Locale,6,EUR
5,688,688,Dessert,Tiramisu,8,EUR
1,689,689,Starters,Insalata,4,EUR
2,689,689,Primi,Pici al ragù di cinghiale,8,EUR
3,689,689,Secondi,Carne,15,EUR
4,689,689,Drink,Vino Locale,6,EUR
5,689,689,Dessert,Tiramisu,8,EUR
1,690,690,Starters,Insalata,4,EUR
2,690,690,Primi,Pici al ragù di cinghiale,8,EUR
3,690,690,Secondi,Carne,15,EUR
4,690,690,Drink,Vino Locale,6,EUR
5,690,690,Dessert,Tiramisu,8,EUR
1,691,691,Starters,Insalata,4,EUR
2,691,691,Primi,Pici al ragù di cinghiale,8,EUR
3,691,691,Secondi,Carne,15,EUR
4,691,691,Drink,Vino Locale,6,EUR
5,691,691,Dessert,Tiramisu,8,EUR
1,692,692,Starters,Insalata,4,EUR
2,692,692,Primi,Pici al ragù di cinghiale,8,EUR
3,692,692,Secondi,Carne,15,EUR
4,692,692,Drink,Vino Locale,6,EUR
5,692,692,Dessert,Tiramisu,8,EUR
1,693,693,Starters,Insalata,4,EUR
2,693,693,Primi,Pici al ragù di cinghiale,8,EUR
3,693,693,Secondi,Carne,15,EUR
4,693,693,Drink,Vino Locale,6,EUR
5,693,693,Dessert,Tiramisu,8,EUR
1,694,694,Starters,Insalata,4,EUR
2,694,694,Primi,Pici al ragù di cinghiale,8,EUR
3,694,694,Secondi,Carne,15,EUR
4,694,694,Drink,Vino Locale,6,EUR
5,694,694,Dessert,Tiramisu,8,EUR
1,695,695,Starters,Insalata,4,EUR
2,695,695,Primi,Pici al ragù di cinghiale,8,EUR
3,695,695,Secondi,Carne,15,EUR
4,695,695,Drink,Vino Locale,6,EUR
5,695,695,Dessert,Tiramisu,8,EUR
1,696,696,Starters,Insalata,4,EUR
2,696,696,Primi,Pici al ragù di cinghiale,8,EUR
3,696,696,Secondi,Carne,15,EUR
4,696,696,Drink,Vino Locale,6,EUR
5,696,696,Dessert,Tiramisu,8,EUR
1,697,697,Starters,Insalata,4,EUR
2,697,697,Primi,Pici al ragù di cinghiale,8,EUR
3,697,697,Secondi,Carne,15,EUR
4,697,697,Drink,Vino Locale,6,EUR
5,697,697,Dessert,Tiramisu,8,EUR
1,698,698,Starters,Insalata,4,EUR
2,698,698,Primi,Pici al ragù di cinghiale,8,EUR
3,698,698,Secondi,Carne,15,EUR
4,698,698,Drink,Vino Locale,6,EUR
5,698,698,Dessert,Tiramisu,8,EUR
1,699,699,Starters,Insalata,4,EUR
2,699,699,Primi,Pici al ragù di cinghiale,8,EUR
3,699,699,Secondi,Carne,15,EUR
4,699,699,Drink,Vino Locale,6,EUR
5,699,699,Dessert,Tiramisu,8,EUR
1,700,700,Starters,Insalata,4,EUR
2,700,700,Primi,Pici al ragù di cinghiale,8,EUR
3,700,700,Secondi,Carne,15,EUR
4,700,700,Drink,Vino Locale,6,EUR
5,700,700,Dessert,Tiramisu,8,EUR
1,701,701,Starters,Insalata,4,EUR
2,701,701,Primi,Pici al ragù di cinghiale,8,EUR
3,701,701,Secondi,Carne,15,EUR
4,701,701,Drink,Vino Locale,6,EUR
5,701,701,Dessert,Tiramisu,8,EUR
1,702,702,Starters,Insalata,4,EUR
2,702,702,Primi,Pici al ragù di cinghiale,8,EUR
3,702,702,Secondi,Carne,15,EUR
4,702,702,Drink,Vino Locale,6,EUR
5,702,702,Dessert,Tiramisu,8,EUR
1,703,703,Starters,Insalata,4,EUR
2,703,703,Primi,Pici al ragù di cinghiale,8,EUR
3,703,703,Secondi,Carne,15,EUR
4,703,703,Drink,Vino Locale,6,EUR
5,703,703,Dessert,Tiramisu,8,EUR
1,704,704,Starters,Insalata,4,EUR
2,704,704,Primi,Pici al ragù di cinghiale,8,EUR
3,704,704,Secondi,Carne,15,EUR
4,704,704,Drink,Vino Locale,6,EUR
5,704,704,Dessert,Tiramisu,8,EUR
1,705,705,Starters,Insalata,4,EUR
2,705,705,Primi,Pici al ragù di cinghiale,8,EUR
3,705,705,Secondi,Carne,15,EUR
4,705,705,Drink,Vino Locale,6,EUR
5,705,705,Dessert,Tiramisu,8,EUR
1,706,706,Starters,Insalata,4,EUR
2,706,706,Primi,Pici al ragù di cinghiale,8,EUR
3,706,706,Secondi,Carne,15,EUR
4,706,706,Drink,Vino Locale,6,EUR
5,706,706,Dessert,Tiramisu,8,EUR
1,707,707,Starters,Insalata,4,EUR
2,707,707,Primi,Pici al ragù di cinghiale,8,EUR
3,707,707,Secondi,Carne,15,EUR
4,707,707,Drink,Vino Locale,6,EUR
5,707,707,Dessert,Tiramisu,8,EUR
1,708,708,Starters,Insalata,4,EUR
2,708,708,Primi,Pici al ragù di cinghiale,8,EUR
3,708,708,Secondi,Carne,15,EUR
4,708,708,Drink,Vino Locale,6,EUR
5,708,708,Dessert,Tiramisu,8,EUR
1,709,709,Starters,Insalata,4,EUR
2,709,709,Primi,Pici al ragù di cinghiale,8,EUR
3,709,709,Secondi,Carne,15,EUR
4,709,709,Drink,Vino Locale,6,EUR
5,709,709,Dessert,Tiramisu,8,EUR
1,710,710,Starters,Insalata,4,EUR
2,710,710,Primi,Pici al ragù di cinghiale,8,EUR
3,710,710,Secondi,Carne,15,EUR
4,710,710,Drink,Vino Locale,6,EUR
5,710,710,Dessert,Tiramisu,8,EUR
1,711,711,Starters,Insalata,4,EUR
2,711,711,Primi,Pici al ragù di cinghiale,8,EUR
3,711,711,Secondi,Carne,15,EUR
4,711,711,Drink,Vino Locale,6,EUR
5,711,711,Dessert,Tiramisu,8,EUR
1,712,712,Starters,Insalata,4,EUR
2,712,712,Primi,Pici al ragù di cinghiale,8,EUR
3,712,712,Secondi,Carne,15,EUR
4,712,712,Drink,Vino Locale,6,EUR
5,712,712,Dessert,Tiramisu,8,EUR
1,713,713,Starters,Insalata,4,EUR
2,713,713,Primi,Pici al ragù di cinghiale,8,EUR
3,713,713,Secondi,Carne,15,EUR
4,713,713,Drink,Vino Locale,6,EUR
5,713,713,Dessert,Tiramisu,8,EUR
1,714,714,Starters,Insalata,4,EUR
2,714,714,Primi,Pici al ragù di cinghiale,8,EUR
3,714,714,Secondi,Carne,15,EUR
4,714,714,Drink,Vino Locale,6,EUR
5,714,714,Dessert,Tiramisu,8,EUR
1,715,715,Starters,Insalata,4,EUR
2,715,715,Primi,Pici al ragù di cinghiale,8,EUR
3,715,715,Secondi,Carne,15,EUR
4,715,715,Drink,Vino Locale,6,EUR
5,715,715,Dessert,Tiramisu,8,EUR
1,716,716,Starters,Insalata,4,EUR
2,716,716,Primi,Pici al ragù di cinghiale,8,EUR
3,716,716,Secondi,Carne,15,EUR
4,716,716,Drink,Vino Locale,6,EUR
5,716,716,Dessert,Tiramisu,8,EUR
1,717,717,Starters,Insalata,4,EUR
2,717,717,Primi,Pici al ragù di cinghiale,8,EUR
3,717,717,Secondi,Carne,15,EUR
4,717,717,Drink,Vino Locale,6,EUR
5,717,717,Dessert,Tiramisu,8,EUR
1,718,718,Starters,Insalata,4,EUR
2,718,718,Primi,Pici al ragù di cinghiale,8,EUR
3,718,718,Secondi,Carne,15,EUR
4,718,718,Drink,Vino Locale,6,EUR
5,718,718,Dessert,Tiramisu,8,EUR
1,719,719,Starters,Insalata,4,EUR
2,719,719,Primi,Pici al ragù di cinghiale,8,EUR
3,719,719,Secondi,Carne,15,EUR
4,719,719,Drink,Vino Locale,6,EUR
5,719,719,Dessert,Tiramisu,8,EUR
1,720,720,Starters,Insalata,4,EUR
2,720,720,Primi,Pici al ragù di cinghiale,8,EUR
3,720,720,Secondi,Carne,15,EUR
4,720,720,Drink,Vino Locale,6,EUR
5,720,720,Dessert,Tiramisu,8,EUR
1,721,721,Starters,Insalata,4,EUR
2,721,721,Primi,Pici al ragù di cinghiale,8,EUR
3,721,721,Secondi,Carne,15,EUR
4,721,721,Drink,Vino Locale,6,EUR
5,721,721,Dessert,Tiramisu,8,EUR
1,722,722,Starters,Insalata,4,EUR
2,722,722,Primi,Pici al ragù di cinghiale,8,EUR
3,722,722,Secondi,Carne,15,EUR
4,722,722,Drink,Vino Locale,6,EUR
5,722,722,Dessert,Tiramisu,8,EUR
1,723,723,Starters,Insalata,4,EUR
2,723,723,Primi,Pici al ragù di cinghiale,8,EUR
3,723,723,Secondi,Carne,15,EUR
4,723,723,Drink,Vino Locale,6,EUR
5,723,723,Dessert,Tiramisu,8,EUR
1,724,724,Starters,Insalata,4,EUR
2,724,724,Primi,Pici al ragù di cinghiale,8,EUR
3,724,724,Secondi,Carne,15,EUR
4,724,724,Drink,Vino Locale,6,EUR
5,724,724,Dessert,Tiramisu,8,EUR
1,725,725,Starters,Insalata,4,EUR
2,725,725,Primi,Pici al ragù di cinghiale,8,EUR
3,725,725,Secondi,Carne,15,EUR
4,725,725,Drink,Vino Locale,6,EUR
5,725,725,Dessert,Tiramisu,8,EUR
1,726,726,Starters,Insalata,4,EUR
2,726,726,Primi,Pici al ragù di cinghiale,8,EUR
3,726,726,Secondi,Carne,15,EUR
4,726,726,Drink,Vino Locale,6,EUR
5,726,726,Dessert,Tiramisu,8,EUR
1,727,727,Starters,Insalata,4,EUR
2,727,727,Primi,Pici al ragù di cinghiale,8,EUR
3,727,727,Secondi,Carne,15,EUR
4,727,727,Drink,Vino Locale,6,EUR
5,727,727,Dessert,Tiramisu,8,EUR
1,728,728,Starters,Insalata,4,EUR
2,728,728,Primi,Pici al ragù di cinghiale,8,EUR
3,728,728,Secondi,Carne,15,EUR
4,728,728,Drink,Vino Locale,6,EUR
5,728,728,Dessert,Tiramisu,8,EUR
1,729,729,Starters,Insalata,4,EUR
2,729,729,Primi,Pici al ragù di cinghiale,8,EUR
3,729,729,Secondi,Carne,15,EUR
4,729,729,Drink,Vino Locale,6,EUR
5,729,729,Dessert,Tiramisu,8,EUR
1,730,730,Starters,Insalata,4,EUR
2,730,730,Primi,Pici al ragù di cinghiale,8,EUR
3,730,730,Secondi,Carne,15,EUR
4,730,730,Drink,Vino Locale,6,EUR
5,730,730,Dessert,Tiramisu,8,EUR
1,731,731,Starters,Insalata,4,EUR
2,731,731,Primi,Pici al ragù di cinghiale,8,EUR
3,731,731,Secondi,Carne,15,EUR
4,731,731,Drink,Vino Locale,6,EUR
5,731,731,Dessert,Tiramisu,8,EUR
1,732,732,Starters,Insalata,4,EUR
2,732,732,Primi,Pici al ragù di cinghiale,8,EUR
3,732,732,Secondi,Carne,15,EUR
4,732,732,Drink,Vino Locale,6,EUR
